heisnotaxel,7,36,28,71
N0lan,25,17,28,70
설다비,25,12,33,70
Gaboumme,22,18,30,70
Altere,14,42,14,70
Jakaso27,10,30,30,70
ulza8102,0,31,39,70
大黑神,33,36,0,69
nukesaku,30,33,6,69
DrJikininki,26,24,19,69
Lucas,24,18,27,69
SnipedAgain,15,27,27,69
KiRu,0,33,36,69
Nicslay,33,35,0,68
GundamFlame,30,22,16,68
Rolle,28,33,7,68
Electrify,25,22,21,68
Mitsuhide,25,22,21,68
Jakattack,22,18,28,68
topopablo11,17,21,30,68
Ike,13,27,28,68
Kevor24,12,27,29,68
Kycoo,6,39,23,68
VirtuozZ,5,42,21,68
FuF,0,32,36,68
Jesuisbob,12,30,25,67
ElMachico,34,21,11,66
rayC,22,16,28,66
Rage,19,23,24,66
Haze,12,21,33,66
Kufdon,6,43,17,66
TerrenceM,39,18,8,65
Bequiet,32,28,5,65
Vinz,18,39,8,65
ChaboDennis,17,24,24,65
honbee,17,12,36,65
NaviOOT,15,15,35,65
Odemian,46,12,6,64
Kranich,26,22,16,64
Narina,18,24,22,64
Myth555,17,28,19,64
levik,16,21,27,64
Cesky,15,22,27,64
Uberer,13,28,23,64
bobbyex,9,27,28,64
Jonahrah,9,28,27,64
Firebat,7,27,30,64
LostHead,7,30,27,64
SamDi,0,36,28,64
DenimBlue7,31,17,15,63
DocPwn,22,6,35,63
Sevel,19,30,14,63
えんちゃび,9,30,24,63
Disdai,34,22,6,62
Thund3r,26,17,19,62
cowboys367,4,28,30,62
pianolkiller,0,22,40,62
TheViper94,24,20,17,61
StanCifka,22,27,12,61
TheJordude,21,31,9,61
SebastianJo,18,34,9,61
matsup,10,12,39,61
Sonagi,5,36,20,61
Hadeson,0,36,25,61
Zhym,33,20,7,60
espumito,20,24,16,60
illsory,19,23,18,60
Rezdan,19,16,25,60
DimitriKazov,16,19,25,60
BlessTheFall,4,31,25,60
TNTfire,0,39,21,60
Level9001,20,6,33,59
Baumgott,17,22,20,59
Plantz,17,12,30,59
SargentoSC,17,12,30,59
hinaya,11,34,14,59
Bacco,8,24,27,59
Martyr,8,12,39,59
Ronnie,33,20,5,58
Thiddi,33,25,0,58
NikolajHoej,31,19,8,58
ILBARONE,22,17,19,58
Pinche,21,25,12,58
mishail,15,17,26,58
MissPeace,7,12,39,58
Enrico,0,22,36,58
Houdinii,23,19,15,57
IrvinG,21,17,19,57
Korextron,21,27,9,57
DrBoom,18,24,15,57
KoeSoyh,17,21,19,57
BlizzconJan,10,32,15,57
sipiwi94,0,43,14,57
Activelee,0,27,30,57
AlxJan7,28,6,22,56
NamEkianer92,27,22,7,56
샹하이,25,19,12,56
Yinus,23,23,10,56
DK07,9,17,30,56
Thomm,8,40,8,56
DenBut,7,34,15,56
Cosmo,0,20,36,56
DeadDraw,0,19,37,56
Mryagut,33,15,7,55
BigPoppa,30,25,0,55
Deathsie,25,24,6,55
DevilMat,16,12,27,55
hqr,16,12,27,55
Valenash,16,17,22,55
BeNice,15,19,21,55
GooGieMoNA,14,19,22,55
DEHP,11,22,22,55
YellowDeath,11,11,33,55
Duelist,4,15,36,55
Starfruit,0,27,28,55
Zuka,32,16,6,54
losefield,27,18,9,54
radless,22,19,13,54
Pain,18,21,15,54
Crumpled,15,33,6,54
baniboy,12,12,30,54
Empanizado,12,21,21,54
Insom,9,22,23,54
DDaHyoNi,7,35,12,54
TNTPavean,0,36,18,54
Definition,0,0,54,54
wiz,25,28,0,53
Anguistar,22,24,7,53
J4YOU,20,6,27,53
Flurry,14,25,14,53
jambre,13,33,7,53
TheBigMac,12,12,29,53
Ghost,9,33,11,53
Amazing,7,7,39,53
NoodLe,0,23,30,53
KrajdaCz,19,33,0,52
matff,19,8,25,52
Machbe,14,16,22,52
Sjoesie,13,12,27,52
xenon,11,21,20,52
LuigEzz,5,17,30,52
SlowBro,0,33,19,52
SpaDj,36,15,0,51
NoRage,24,19,8,51
Kapi,15,28,8,51
Matteo,14,27,10,51
Bèp92,11,16,24,51
Rooftrellen,9,24,18,51
Conrad,8,27,16,51
Cucca,7,17,27,51
Ryder,7,27,17,51
TypoVampire,7,8,36,51
Akatsu,4,29,18,51
Vanik,24,15,11,50
lowseeker,18,20,12,50
While,13,21,16,50
Khamûl,10,22,18,50
おーじー,9,14,27,50
兄人,9,27,14,50
Piyobot,30,19,0,49
Paradox,21,10,18,49
Muramatsu,16,33,0,49
SilverByz,16,33,0,49
SoLegit,11,8,30,49
SomiTequila,11,24,14,49
こま,10,19,20,49
Peter,9,24,16,49
マイマイ,6,43,0,49
Triton,5,21,23,49
Creapz,0,43,6,49
Pal,0,36,13,49
Ownerism,0,34,15,49
WoT,14,7,27,48
CheeseHead,12,12,24,48
BrAiN,10,30,8,48
thegamer97,9,11,28,48
Joske609,6,25,17,48
chosenone,40,7,0,47
Gaara,30,17,0,47
GingaNinja,30,7,10,47
Gusonaj,30,17,0,47
ute1234,23,16,8,47
C4mlann,22,14,11,47
Albrigtsen,19,18,10,47
SirVILGAUDAS,19,9,19,47
くろの,11,30,6,47
瘋狂貓客,9,11,27,47
Hawkeye,8,0,39,47
ADU,6,11,30,47
Nostam,6,29,12,47
한강,6,14,27,47
RaFaEl,5,33,9,47
seogui,5,35,7,47
ironFIRE,4,31,12,47
Switch,4,34,9,47
kuroma,0,14,33,47
ABS0L,36,10,0,46
Gogongsing,30,9,7,46
Nizahe,26,11,9,46
jonouchi,22,12,12,46
s2mr,22,24,0,46
DacLue,21,25,0,46
fateos,19,21,6,46
Khaius,19,16,11,46
starworld111,19,8,19,46
Fenom,17,12,17,46
mariellino,16,10,20,46
Burr0,12,16,18,46
H4RAMBE,12,34,0,46
Karomizu,12,18,16,46
SGAhIce,12,27,7,46
Toastmonster,11,17,18,46
Rosty,10,28,8,46
Tenacious,9,17,20,46
Macheen,8,24,14,46
PrinceFancy,7,27,12,46
Player671,0,10,36,46
TheGenocide,45,0,0,45
순이,45,0,0,45
pksnow,28,17,0,45
Oloninho,27,12,6,45
Kyouma,21,19,5,45
Neves,20,11,14,45
WaningMoon,20,14,11,45
tarohiko,19,16,10,45
RakJo,18,17,10,45
fertygo,16,10,19,45
Madara,16,24,5,45
콜로퀴엄좀,16,21,8,45
Raphael,14,20,11,45
淡定哥,14,14,17,45
中壢邰智源,12,13,20,45
Raeff,7,11,27,45
蘇家宇,6,30,9,45
LastHopelolz,0,9,36,45
코둘기,28,16,0,44
Diva,27,17,0,44
SilentStorm,23,16,5,44
Tuttek,23,16,5,44
Tixuty,22,11,11,44
Blitz,20,14,10,44
Odyssey,19,14,11,44
totosh,17,19,8,44
MaeveDonovan,16,14,14,44
js5,14,15,15,44
Zeh,14,0,30,44
Birthday,11,33,0,44
Mirkino,10,18,16,44
Pizza,9,21,14,44
shipingorder,9,20,15,44
DeathBoose,7,7,30,44
Raena,36,7,0,43
從垃圾堆回來了,19,24,0,43
AlivZ,15,18,10,43
로좀,16,5,22,43
Enori,14,10,19,43
PillowHunter,14,18,11,43
Lokyin,12,10,21,43
Montanaz0r,10,8,25,43
curry,7,12,24,43
poko,7,14,22,43
LooGiiQQ,5,32,6,43
ReneKuroi,0,33,10,43
Gladen,0,27,16,43
deathstarV3,0,10,33,43
DarkBeef,0,4,39,43
Ostkaka,0,0,43,43
Kowsai,0,0,43,43
Pignas,30,12,0,42
Pavel,23,0,19,42
Blackhole,20,12,10,42
Allad,18,12,12,42
Amyks,16,14,12,42
Denix,14,11,17,42
SilverReald,14,28,0,42
shoop,13,7,22,42
illness,12,24,6,42
BLS4GAME,10,14,18,42
Calamity,7,17,18,42
yaoi420,7,25,10,42
Cptnkitty,6,19,17,42
Rostyslav,6,0,36,42
Redtea,23,10,8,41
Ryuuzu,22,19,0,41
ryo,19,7,15,41
Warma,17,16,8,41
Fifi,16,7,18,41
Coldzera,13,16,12,41
blueblurr,11,14,16,41
Otsuna,11,19,11,41
LikeuGirl,10,6,25,41
엘렌디야,7,16,18,41
Doffyduff,6,10,25,41
esteban,6,13,22,41
Cheese,4,27,10,41
SirSalty,0,0,41,41
dogmeat,25,15,0,40
Narra,19,14,7,40
Dazzar,16,24,0,40
friki,14,10,16,40
ScreaM,14,19,7,40
mooingsheep,12,16,12,40
gété,9,14,17,40
smiling,7,33,0,40
Leomane,6,4,30,40
Asuna,0,23,17,40
zoroark,0,7,33,40
XisBau5e,23,16,0,39
Sai,20,12,7,39
Jac0b0,19,10,10,39
Arcade,18,16,5,39
ViperPro,17,14,8,39
Xelerator,17,22,0,39
cri,16,14,9,39
Faceopei,15,14,10,39
Linken,15,12,12,39
ProfessorOak,14,15,10,39
zridex,12,13,14,39
BigBoy,11,21,7,39
Coglorin,11,18,10,39
유정연좋아요,11,21,7,39
XiaoShan,9,12,18,39
Ares,8,19,12,39
maXout,7,14,18,39
Taeyeon,4,12,23,39
Goddraw,0,25,14,39
garubor,0,7,32,39
LazyA,30,0,8,38
lynx,22,16,0,38
Klotix,19,19,0,38
Weghuz,19,19,0,38
AdaMiries,16,4,18,38
Pascoa,14,12,12,38
JamesBond,12,13,13,38
Minislash,12,17,9,38
Temich,12,12,14,38
hcm,9,15,14,38
KentNoble,8,12,18,38
JhongTin,7,22,9,38
Maxxe,6,16,16,38
notcreater,6,17,15,38
albo21,4,16,18,38
Aviera,0,27,11,38
Archerknight,0,11,27,38
Rostovmax,30,7,0,37
T4COTASTIC,23,14,0,37
갓담근갓김치,21,9,7,37
grr,20,6,11,37
굿보이,15,17,5,37
Stark,14,23,0,37
Lucky,12,10,15,37
Avaritia,11,16,10,37
Elto,11,9,17,37
Threat,11,26,0,37
UrGot,11,17,9,37
True0Devil,10,20,7,37
Pepe,9,12,16,37
무서운드루,9,12,16,37
JackTorrance,8,16,13,37
Schadenfreud,8,15,14,37
史詩束褲,8,16,13,37
テンペスト,6,14,17,37
Felzak,4,7,26,37
Garrickz,0,30,7,37
NickChipper,0,25,12,37
Jesuis1,0,19,18,37
MasCa,0,9,28,37
matuko,36,0,0,36
신명수,30,6,0,36
ARAI,23,8,5,36
BustaJ,20,11,5,36
exilessmath,16,14,6,36
Chinoize,14,22,0,36
Lavvek,14,22,0,36
NanoNasone,14,16,6,36
simonedeho,14,12,10,36
TheRabbin,14,16,6,36
ginko,13,12,11,36
lattosio,12,24,0,36
gle,8,8,20,36
SkyFrosty,8,19,9,36
百鬼,8,14,14,36
MegaManMusic,6,6,24,36
Ness,6,9,21,36
LemyBiB,5,14,17,36
ЯркийМолот,4,5,27,36
Control,0,28,8,36
Tortue,0,27,9,36
TNTAlpe,0,20,16,36
Faerthos,0,14,22,36
Incurro,0,9,27,36
Rami94,0,6,30,36
Yisoo,0,0,36,36
Cassia,27,8,0,35
MaxTheRipper,24,0,11,35
b4bana,23,12,0,35
GreeD,22,13,0,35
Kamahl,17,10,8,35
낭천,16,12,7,35
SteveFrench,12,9,14,35
Yanlex,12,17,6,35
Wuncler,11,13,11,35
Balorix,9,8,18,35
Lumble,8,8,19,35
Metalic,8,4,23,35
PSY,8,16,11,35
Foot,7,16,12,35
Narkotikzx,7,14,14,35
Swate,7,11,17,35
Piszczel,4,13,18,35
PoliteSniper,4,15,16,35
RealTerror,0,26,9,35
Mogumi,30,4,0,34
noSalvati0n,22,6,6,34
ComiX,17,17,0,34
양봉꾼,17,17,0,34
jad346,16,12,6,34
DacDamDam,14,14,6,34
Alan,12,7,15,34
EllenPage,12,0,22,34
StefanSim,12,22,0,34
Ginger,11,4,19,34
herusia,10,12,12,34
Whiplash,10,10,14,34
AllanPogi,9,0,25,34
Diaz,9,12,13,34
mincho,9,25,0,34
Thelast,9,25,0,34
Time,8,17,9,34
DressShirt,7,14,13,34
Gandalf,7,11,16,34
Lancer,7,15,12,34
Flamekilla,6,0,28,34
Ligor,6,28,0,34
Norwis,6,9,19,34
Un33D,6,11,17,34
Zeddy,4,12,18,34
Saturos,0,24,10,34
Resentful,0,17,17,34
Edwin,0,16,18,34
rascal,0,15,19,34
Chakki,33,0,0,33
fire,33,0,0,33
SATANCURSEYO,27,6,0,33
Jaekyll,17,8,8,33
hollow,16,9,8,33
Uzra,16,10,7,33
Destiny,15,4,14,33
adri,14,19,0,33
Quatro,14,12,7,33
さいとう,11,22,0,33
재수는독학이진리,11,14,8,33
小熊維尼,11,10,12,33
Shy,10,16,7,33
Tweeg,10,9,14,33
CosplayGrill,9,7,17,33
동기링,8,10,15,33
Flix,7,13,13,33
순뇽,7,17,9,33
Cerwindhunt,6,11,16,33
Matty,6,7,20,33
Eógan,4,10,19,33
RomaNorgy,0,25,8,33
ThuFull,0,21,12,33
Ian,0,17,16,33
jtamonda,0,14,19,33
Sezoklo,0,9,24,33
HSKeDaiBiao,0,6,27,33
introdub,0,6,27,33
mario18599,0,6,27,33
SteveD,32,0,0,32
Blaze,25,7,0,32
moso,20,6,6,32
Mikka,14,12,6,32
Transchaos19,13,9,10,32
OrcMalade,12,20,0,32
Dantist,11,14,7,32
Kenobe,9,12,11,32
Maoooooo,9,23,0,32
則龍之王,9,16,7,32
Chrimson,8,16,8,32
たろを,6,17,9,32
VespaYedder,5,22,5,32
catinthehat,4,9,19,32
Excelia,4,6,22,32
Tsukuyo,4,20,8,32
우이동,4,14,14,32
ChapmanUK,0,25,7,32
Satellite,0,18,14,32
Tyranus,0,14,18,32
FrKaKTyCmst,21,5,5,31
Jojosebb,20,4,7,31
BGIOU,18,7,6,31
Morrison,17,6,8,31
DouAhou,14,8,9,31
skliks,13,0,18,31
WonszRzeczny,13,11,7,31
ChiefBeef,12,10,9,31
DWU,12,19,0,31
DrGyros,9,16,6,31
JEJBenkoJEA,9,4,18,31
robbodog,9,12,10,31
Spikini,9,8,14,31
Talion,9,12,10,31
Daisr,7,14,10,31
TankWheels,7,11,13,31
pastaS,6,11,14,31
Thwart,6,0,25,31
쌀쌀맞은쌀,6,13,12,31
Marss,5,12,14,31
Überninja,4,13,14,31
yokopomayoko,0,19,12,31
TeamAmerica,0,18,13,31
pilou,0,14,17,31
Ginky,0,10,21,31
ElMaestro,0,7,24,31
즐디,0,6,25,31
MJM,0,0,31,31
EnterKey,23,7,0,30
myao,23,7,0,30
MeatUshijima,21,9,0,30
OldBoy,21,9,0,30
GhostASA,18,4,8,30
Powernjal,17,7,6,30
Alkaiser,12,12,6,30
Earth,12,4,14,30
齊力斷金,12,12,6,30
anne,10,13,7,30
Ouate,10,6,14,30
DDMan,9,16,5,30
den,9,6,15,30
Haymak3r,9,10,11,30
kiryu,9,4,17,30
PenhaDani,9,21,0,30
Ran,9,7,14,30
Bocumix,8,8,14,30
Mimring,8,8,14,30
Noxus,8,14,8,30
るーと,8,5,17,30
Coookiemonst,7,8,15,30
CSRuchi,7,9,14,30
wojekxd,7,14,9,30
슬퍼하지마노노노,7,4,19,30
かつどん,6,10,14,30
대리는현지팀,6,12,12,30
Amaso,5,8,17,30
Itzvan,5,10,15,30
Rpbalance,5,11,14,30
Grantz,4,10,16,30
KRACUBO,4,6,20,30
歐歐,4,8,18,30
kou,0,22,8,30
YYJ,0,21,9,30
ShaDow,0,16,14,30
Feeling,0,14,16,30
rororollll,0,14,16,30
인생의걸림돌겜,0,14,16,30
FullmetalD,0,9,21,30
SmokedSalmon,0,0,30,30
ClothesTaKu,29,0,0,29
Siki,29,0,0,29
alexnoehr,15,8,6,29
Kolbein,15,7,7,29
GroSSo,13,7,9,29
lightburn,13,0,16,29
YouKnowWP,13,16,0,29
OMjuwax,11,10,8,29
Bloodlips,9,9,11,29
LOL,9,10,10,29
你這垃圾,9,6,14,29
AgentW,8,16,5,29
Dvck,8,16,5,29
Galaxy,8,5,16,29
Nitrogun,8,14,7,29
我家住在富岡,8,7,14,29
Moon,7,0,22,29
doyahhoi,6,23,0,29
Butterz,5,8,16,29
Nickolias,5,14,10,29
Ganera,4,12,13,29
ggarbi,4,11,14,29
Jericho512,4,8,17,29
nickysicky,4,11,14,29
RangoB,4,8,17,29
Seniorheld,4,0,25,29
ひがし,4,8,17,29
mistrzwujo,0,22,7,29
라크,0,22,7,29
abc,0,19,10,29
Memory,0,13,16,29
Naiklas,0,12,17,29
Albertus,0,10,19,29
Offerrall,0,7,22,29
Sotrosca,0,6,23,29
TIMONSC,0,4,25,29
Kaperson,0,0,29,29
OCROPOID,0,0,29,29
hikage7,22,6,0,28
kamlak222,19,9,0,28
Luker,14,7,7,28
Arawn,13,8,7,28
Blankieh,9,7,12,28
glyttoN,9,7,12,28
KoMaToZ,9,7,12,28
Eason,7,9,12,28
Tyrant,7,9,12,28
odin,5,7,16,28
alex14,4,11,13,28
Alpha,4,8,16,28
ジョン,4,7,17,28
Pardub,0,20,8,28
Chumin,0,14,14,28
KillerHero,0,14,14,28
NikosFas,0,12,16,28
Tnn12,0,12,16,28
奪命澐,0,8,20,28
GamerRvg,0,6,22,28
청포도봉봉,0,5,23,28
Chosen,0,0,28,28
WhoBlie,0,0,28,28
Pavean,27,0,0,27
Deckizz,22,0,5,27
Chalk,18,9,0,27
喜歡一個人,18,9,0,27
MorGalad,14,7,6,27
imbir,13,14,0,27
SoloTu,12,6,9,27
Vorder,12,9,6,27
DjGOz,9,4,14,27
Shadow,9,12,6,27
thedude,9,4,14,27
함덕바당,9,0,18,27
JackPoT,8,12,7,27
DavidSWu,7,6,14,27
Dragodz,7,8,12,27
Vmasafumi,7,6,14,27
ДикийЗверь,7,8,12,27
Cynosure,6,9,12,27
magicgeek,6,7,14,27
pat1990,6,9,12,27
Patryn,6,14,7,27
Draz,5,14,8,27
Fwan,5,10,12,27
intrigue,4,23,0,27
LeandroLeal,4,11,12,27
TaSa,4,18,5,27
이성한,4,11,12,27
愛德華嘎,4,4,19,27
Fox,0,21,6,27
AmazingDM,0,17,10,27
Guntofire,0,17,10,27
maneti,0,16,11,27
Pawel,0,15,12,27
Tony,0,15,12,27
Nightning,0,8,19,27
我的大鵬鳥,0,7,20,27
Ryan223437,0,6,21,27
matuunn,0,0,27,27
Teban,0,0,27,27
兄弟象68,26,0,0,26
garifar,22,4,0,26
mattun,22,4,0,26
rookie,22,4,0,26
riyuu,21,5,0,26
最終兵器,21,5,0,26
Tuan,20,6,0,26
しゃな,15,11,0,26
icer,14,4,8,26
魯蛇,14,12,0,26
SpiderMonkey,13,6,7,26
Arreador,12,7,7,26
GuailboySan,12,6,8,26
IlLaido,12,7,7,26
StrikeReaper,12,7,7,26
Azuma,11,5,10,26
FranGalindo,11,5,10,26
oliech,11,4,11,26
uya,10,7,9,26
Daimonfrey,9,17,0,26
KremePuff,9,7,10,26
anothersy,8,11,7,26
ImSorry,8,9,9,26
lalasong,8,18,0,26
Lappyzard,8,10,8,26
Vespasian,8,18,0,26
Infinax,7,12,7,26
inpTAISA,7,7,12,26
L3GENDARY,7,14,5,26
Rks,7,7,12,26
yohden,7,11,8,26
ДИКАРЬ,7,9,10,26
hiragi,6,14,6,26
MidLight,6,8,12,26
Hazel,5,11,10,26
Jalexander,5,12,9,26
SyuSyu,5,16,5,26
Skambo,4,8,14,26
우리동네따악대장,4,14,8,26
Roucarnage,0,26,0,26
HoN,0,20,6,26
운좋은바지,0,18,8,26
호르몬,0,17,9,26
Affie,0,14,12,26
fkrhswers,0,14,12,26
Insurrection,0,14,12,26
PoweR,0,14,12,26
BBAEK,0,9,17,26
livevil,25,0,0,25
MatTheGreat,18,7,0,25
Woven,17,8,0,25
CaraCute,14,11,0,25
Zetalot,14,6,5,25
TangZ,12,5,8,25
Noflame,11,4,10,25
younTheory,11,14,0,25
Hammerfeet,10,4,11,25
CardenalGab,9,16,0,25
MokraniChile,9,9,7,25
survi,9,4,12,25
Bernling,8,7,10,25
katagami,8,10,7,25
kawing,8,7,10,25
TeZcat,8,5,12,25
DarthNihilus,7,4,14,25
Fluffy,7,12,6,25
Indianguy,7,18,0,25
kakapo,7,8,10,25
kosta,7,8,10,25
Razzly,7,18,0,25
XxFroBro45xX,7,8,10,25
zeal123,7,13,5,25
とみー,7,12,6,25
동전영능,7,6,12,25
緋瑛,7,7,11,25
barret,6,5,14,25
Khal,6,12,7,25
rogerclee,6,10,9,25
anduriel,5,15,5,25
HuRu,5,11,9,25
neotony,5,12,8,25
マッチョ,5,5,15,25
bobbybigtoe,4,8,13,25
Enmei,4,0,21,25
lowkey,4,4,17,25
xavierrocket,4,11,10,25
Kurthnaga,0,19,6,25
NafBen,0,18,7,25
Gilgun,0,14,11,25
Reliquary,0,13,12,25
BressD,0,11,14,25
jason,0,6,19,25
삼겹살,0,6,19,25
Arrowy,0,0,25,25
Mina,0,0,25,25
Gladen99,24,0,0,24
SpinaLogaMan,20,4,0,24
benyasu,19,5,0,24
Senfglas,19,5,0,24
haku17,17,7,0,24
またただいま,17,7,0,24
Hiken,16,8,0,24
SSOZI,14,10,0,24
Valdaboy,14,10,0,24
edanco,12,4,8,24
edmvyrus,12,5,7,24
Logan,12,5,7,24
Nights,12,12,0,24
Obito,12,12,0,24
peerry,12,6,6,24
Paraksizm,11,13,0,24
Madsheep,10,6,8,24
Naiman,10,14,0,24
プラス,10,6,8,24
dxppla,9,6,9,24
Flasch,9,9,6,24
ajmer,8,9,7,24
seven,8,4,12,24
Slash,8,8,8,24
TreeBagger,8,4,12,24
Азазель,8,6,10,24
たかやん,8,5,11,24
Murillo,7,5,12,24
Rhuss,7,8,9,24
Aimar13,6,8,10,24
Gann,6,10,8,24
nexok40,6,4,14,24
SeppiaCelata,6,5,13,24
