"battletag","class","deckstring"
"hcm#1744","HUNTER","  AAECAR8K+AjGwgLTxQLTzQKG0wKc4gK26gKA8wKggAObigMKjQGXCKvCAtjCApzNAt3SAovhAuHjAvLxArn4AgA= "
"Tyler#2449","HUNTER","AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA #"
"Tyler#2449","PALADIN","AAECAZ8FDLcE8gX6BooHlgm5wQLCzgK36QLN9ALr9wL9+wLAjwMJ3AP0Bc8Grwf2B/4Hs8ECiMcClugCAA== #"
"Tyler#2449","SHAMAN","AAECAaoIBiCZAvPCAsLOAvbsAs30Agy9AdMB/gXZB/AHsQiRwQKbywKW6AKU7wKw8AKKgAMA #"
"Tyler#2449","ROGUE","AAECAaIHBrICyAOvBP3qAp74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA== #"
"CitizenNappa#1999","HUNTER","  AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A94EgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"CitizenNappa#1999","PRIEST","  AAECAa0GBMUE08UCkNMC4/cCDZACoQTlBI0I1QryDNHBAsnHAujQAsvmAvzqAonxAuiJAwA= "
"CitizenNappa#1999","PALADIN","  AAECAZ8FCLcE+ga5wQLCzgK36QLN9ALr9wL9+wIL3AP0Bc8GigevB/YH/geWCbPBAojHApboAgA= "
"CitizenNappa#1999","ROGUE","  AAECAYO6AgbIA68EyssCnvgC5/oC+v4CDIwCywPUBfUF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wIA "
"Tansoku#1289","PALADIN","  AAECAcOfAwq3BPIF+gaKB7nBAsLOArfpAs30Auv3Av37AgrcA/QFzwavB/YH/geWCbPBAojHApboAgA= "
"Tansoku#1289","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgLy8QKC9wKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"Tansoku#1289","ROGUE","  AAECAYO6AgayAsgDrwTzBZ74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA== "
"Tansoku#1289","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"Steelo#31585","HUNTER","  AAECAYoWDI0BxwOHBMkEuwWdzALf0gKG0wLh4wLJ+AKnggObhQMJqAK1A4EKjsMC3dIC49ICi+UCoIUDpIgDAA== "
"Steelo#31585","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgKQ0wLy8QKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"Steelo#31585","WARLOCK","  AAECAfqUAwqcAu0FtgeQxwLO6QK38QKc+ALx+wKggAOPggMKxAj7DJfBAufLAvLQAojSAsfTApboAtf+AteJAwA= "
"Steelo#31585","PALADIN","  AAECAcOfAwr6AbMD7QXPBu3SAo7TAsPqAqf3Av37Ar2GAwqcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"Surrender#31359","HUNTER","  AAECAR8EuwXbCYbTAsn4Ag2NAagCtQPeBJcI7QmBCo7DAt3SAuHjAovlAqCFA6SIAwA= "
"Surrender#31359","DRUID","  AAECAbSKAwj+AbQDxQTEBpnTApvoAuT7AvX8AgtAX+kB0wPkCKDNAofOApjSAp7SAtvTAr/yAgA= "
"Surrender#31359","PRIEST","  AAECAZ/HAggJtAO+yALCzgLy8QKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwC8M8C6NAC4+kCn+sCl4cDAA== "
"Surrender#31359","ROGUE","  AAECAaIHBpsFhsICgNMCz+ECw+oCoIADDMQBnALtAp8DiAXUBYYJl8EC/MECx9MC2+MC9uwCAA== "
"Ender#11479","HUNTER","  AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A94EgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"Ender#11479","PRIEST","AAECAa0GBMUE08UCkNMC4/cCDZACoQTlBI0I1QryDNHBAsnHAujQAsvmAvzqAonxAuiJAwA="
"Ender#11479","ROGUE","  AAECAaIHBsgDrwTKywKe+ALn+gL6/gIMjALLA9QF9QXdCIHCAp/CAuvCAsrDAtHhAovlAqbvAgA= "
"Ender#11479","PALADIN","  AAECAZ8FCLcE+ga5wQLCzgK36QLN9ALr9wL9+wIL3AP0Bc8GigevB/YH/geWCbPBAojHApboAgA= "
"FroStee#6472","ROGUE","  AAECAaIHCIgF/MEChsICgNMCz+ECw+oC4PoCoIADC8QBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwCAA== "
"FroStee#6472","PALADIN","  AAECAcOfAwbtBY7TAsPqAv37Ar2GA86HAwz6AZwCswPcA/QF9gfjywKn9wL8/ALZ/gLPhgPshgMA "
"FroStee#6472","PRIEST","  AAECAa0GCgm0A9MK1wq+yAK0zgLCzgLy8QKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"FroStee#6472","WARLOCK","  AAECAcn1AgjtBbYHkMcCzukCnPgC8fsCoIADj4IDC5wCxAj7DJfBAufLAvLQAojSAsfTApboAtf+AteJAwA= "
"katsucurry#6248","PRIEST","  AAECAa0GCgm0A+UE0wrWCtcKkNMCgvcCoIADjYIDCpcCoQTRwQLYwQLlzAK0zgLwzwLo0ALj6QKXhwMA "
"katsucurry#6248","PALADIN","  AAECAZ8FCLMD7QWO0wLD6gKn9wL9+wKE/AK9hgML+gGcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"katsucurry#6248","ROGUE","  AAECAaIHCIgFhsICgNMCz+EClugCw+oC4PoCoIADC8QBnALtAp8D1AWGCZfBAvzBAsfTAtvjAvbsAgA= "
"katsucurry#6248","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"lambyseries#1852","PRIEST","  AAECAa0GBsUE08UCyccCic0CkNMC6JQDDJACoQTlBI0I1QryDNHBAujQAsvmAvzqAonxAuiJAwA= "
"lambyseries#1852","PALADIN","  AAECAZ8FCLMD7QWO0wLD6gKn9wL9+wKE/AK9hgML+gGcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"lambyseries#1852","ROGUE","  AAECAaIHBq8E9QXKywKe+ALn+gL6/gIMjALLA9QF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wKFigMA "
"lambyseries#1852","HUNTER","  AAECAR8KxwOHBMkEncwC39IChtMC4eMCyfgCp4IDm4UDCqgCtQO7BYEKjsMC3dIC49ICi+UCoIUDpIgDAA== "
"honbee#3168","WARLOCK","  AAECAfqUAwjtBZDHAs7pArfxApz4AvH7AqCAA4+CAwv7AZwCxAiXwQLnywLy0AKI0gLH0wKW6ALX/gLXiQMA "
"honbee#3168","PRIEST","  AAECAa0GCAm0A9MK1gqQ0wKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA== "
"honbee#3168","PALADIN","  AAECAZ8FCO0Fzwbt0gKO0wLD6gKn9wL9+wK9hgMLnAKfA7MD3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"honbee#3168","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"Tredsred#1762","WARLOCK","  AAECAcn1AgjtBZDHAs7pArfxApz4AvH7AqCAA4+CAwv7AZwCxAiXwQLnywLy0AKI0gLH0wKW6ALX/gLXiQMA "
"Tredsred#1762","PRIEST","  AAECAa0GCAm0A9MK1gqQ0wKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA== "
"Tredsred#1762","HUNTER","AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A4EKjsMC3dIC49IC4eMCi+UCoIUDpIgDAA=="
"Tredsred#1762","PALADIN","  AAECAZ8FBu0F7dICjtMCw+oC/fsCvYYDDPoBnAKzA9wD9AX2B+PLAqf3Avz8Atn+As+GA+yGAwA= "
"Roger#41575","ROGUE","  AAECAaIHCKICsgLIA68EysMCnvgC5/oChYoDC4wCywPUBfUF3QiBwgKfwgLrwgLR4QKL5QKm7wIA "
"Roger#41575","WARLOCK","  AAECAfqUAwiKAfsHps4Cp84Cws4Cl9MC6uYCzfQCC/IF+waKB7YH4QeNCOfLAvHQAv3QAojSAtjlAgA= "
"Roger#41575","HUNTER","  AAECAYoWBLsF2wntCYbTAg2NAagCtQPeBJcIgQqOwwLd0gLh4wKL5QLJ+AKghQOkiAMA "
"Roger#41575","PALADIN","  AAECAcOfAwy3BPIFlgb6Bv4Hlgm5wQLCzgK36QLN9ALr9wL9+wIJ3AP0Bc8GigevB/YHs8ECiMcClugCAA== "
"SamuelTsao#3234","PALADIN","  AAECAZ8FBvUF/QW5wQKDxwLR4QLY/gIMjAGeAcgEpwWvB7EIs8EC48sC+NIC1uUClugCrfICAA== "
"SamuelTsao#3234","PRIEST","  AAECAa0GCsUE1QrTxQLJxwKQ0wKJ8QK98wLj9wLoiQPolAMKkAKhBOUE9geNCPIM0cEC6NACy+YC/OoCAA== "
"SamuelTsao#3234","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"SamuelTsao#3234","ROGUE","  AAECAaIHCKICsgLIA68EysMCnvgC5/oChYoDC4wCywPUBfUF3QiBwgKfwgLrwgLR4QKL5QKm7wIA "
"Hearthstoner#11283","PRIEST","AAECAa0GBMUE08UCkNMC4/cCDZACoQTlBI0I1QryDNHBAsnHAujQAsvmAvzqAonxAuiJAwA="
"Hearthstoner#11283","ROGUE","AAECAYO6AgbIA68EyssCnvgC5/oC+v4CDIwCywPUBfUF3QiBwgKfwgLrwgLKwwLR4QKL5QKm7wIA"
"Hearthstoner#11283","PALADIN","AAECAZ8FCLcE+ga5wQLCzgK36QLN9ALr9wL9+wIL3AP0Bc8GigevB/YH/geWCbPBAojHApboAgA="
"Hearthstoner#11283","HUNTER","AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A94EgQqOwwLd0gLj0gKL5QKghQOkiAMA"
"Fungggg#3275","PRIEST","  AAECAa0GBooBiAXtBdEKlsQCpvACDPsB5QTRwQLYwQLwzwLo0AKp4gKC9wKh/gLQ/gLxgAOXhwMA "
"Fungggg#3275","WARLOCK","  AAECAfqUAwrtBdPFApDHAs7pArfxApz4AvH7AqCAA4+CA+yMAwrECPsMl8EC58sC8tACiNICx9MClugC1/4C14kDAA== "
"Fungggg#3275","HUNTER","  AAECAR8KxwOHBMkEuwWuBp3MAt/SAobTAqeCA5uFAwqoArUDgQqOwwLd0gLj0gKL5QLJ+AKghQOkiAMA "
"Fungggg#3275","ROGUE","  AAECAaIHCIgF/MEChsICgNMCz+ECw+oC4PoCoIADC8QBnALtAp8DmwXUBYYJl8ECx9MC2+MC9uwCAA== "
"TypoVampire#6773","PRIEST","  AAECAZ/HAggJtAPTCr7IAsLOAoL3AqCAA42CAwuXAqEE0cEC2MEC5cwCtM4C8M8C6NAC4+kCn+sCl4cDAA== "
"TypoVampire#6773","DRUID","  AAECAZICCLQDxQTEBuQImdMCm+gC5PsC9fwCC0Bf6QH+AdMDoM0Ch84CmNICntIC29MCv/ICAA== "
"TypoVampire#6773","HUNTER","  AAECAYoWCPgIysMC08UChtMCnOICtuoCgPMCoIADC40BlwirwgLYwgKczQLd0gKL4QLh4wLy8QK5+ALYjAMA "
"TypoVampire#6773","PALADIN","  AAECAZ8FDLcE8gWWBvoGigeWCbnBAsLOAs30Auv3Av37AsCPAwncA/QFzwavB/YH/gezwQKIxwKW6AIA "
"Shaxy#4385","PRIEST","  AAECAa0GCAm0A9MK1grXCoL3AqCAA42CAwuXAqEE5QTRwQLYwQLlzAK0zgLwzwLo0ALj6QKXhwMA "
"Shaxy#4385","ROGUE","  AAECAaIHBrQD5dEC3+MC8OYC7PwCzowDDLQBxAHNA70EmwXGBYgHhgn3wQLAzALb4wLe+gIA "
"Shaxy#4385","DRUID","  AAECAbSKAwT5wAL96wLF/QKWigMN6QH+AdMDxAakB/YH+wyS0gKY0gKe0gK/8gKP9gLGhgMA "
"Shaxy#4385","HUNTER","  AAECAR8G+AjGwgKG0wKc4gK26gKA8wIMjQGXCKvCAtjCApzNAtPNAqfOAt3SAovhAuHjAvLxArn4AgA= "
"blitzchung#3549","ROGUE","  AAECAYO6AgavBP3qAp74Auf6Avr+AoWKAwyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA== "
"blitzchung#3549","HUNTER","  AAECAR8EuwXbCYbTAu/xAg2NAagCtQPeBJcIgQqOwwLd0gLh4wKL5QLJ+AKghQOkiAMA "
"blitzchung#3549","PALADIN","  AAECAaToAgq3BPIFlgb6BooHucECws4CzfQC6/cC/fsCCtwD9AXPBq8H9gf+B5YJs8ECiMcClugCAA== "
"blitzchung#3549","SHAMAN","  AAECAfe5AgogmQL+BYoHsQjzwgKnzgLCzgKn7gLN9AIKvQHTAdkH8AeRwQKbywKW6AKU7wKw8AKKgAMA "
"strikeright#3969","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgKQ0wLy8QKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"strikeright#3969","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"strikeright#3969","PALADIN","  AAECAZ8FCrcE8gX6Bv4HucECws4Ct+kCzfQC6/cC/fsCCtwD9AXPBooHrwf2B5YJs8ECiMcClugCAA== "
"strikeright#3969","ROGUE","  AAECAaIHBsgDrwTKywL96gKe+ALn+gIMjALLA9QF9QXdCIHCAp/CAuvCAsrDAtHhAovlAqbvAgA= "
"kevin#36106","DRUID","  AAECAZICBPnAAqDNAv3rApaKAw3pAf4B0wPEBqQH9gf7DJLSApjSAp7SAr/yAo/2AsaGAwA= "
"kevin#36106","PALADIN","  AAECAZ8FCrMD7QXPBu3SAo7TAsPqAqf3Av37AoT8Ar2GAwqcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"kevin#36106","HUNTER","  AAECAR8MjQGHBMkEuwWuBu0JncwC39IChtMCyfgCp4IDm4UDCagCtQOBCo7DAt3SAuPSAovlAqCFA6SIAwA= "
"kevin#36106","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgLy8QKC9wKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"Kowsai#4414","PRIEST","  AAECAa0GCgm0A+UE0wrWCtcKkNMCgvcCoIADjYIDCpcCoQTRwQLYwQLlzAK0zgLwzwLo0ALj6QKXhwMA "
"Kowsai#4414","PALADIN","AAECAcOfAwr6AbMD7QXPBo7TAsPqAqf3Av37AoT8Ar2GAwqcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA=="
"Kowsai#4414","HUNTER","AAECAYoWDI0BxwOHBLsFrgadzALf0gKG0wLh4wLJ+AKnggObhQMJqAK1A4EKjsMC3dIC49ICi+UCoIUDpIgDAA=="
"Kowsai#4414","WARLOCK","AAECAfqUAwjtBZDHAs7pArfxApz4AvH7AqCAA4+CAwuKAcQI+wyXwQLnywLy0AKI0gLH0wKW6ALX/gLXiQMA"
"posesi#1277","PALADIN","  AAECAcOfAwq3BPoGlgm5wQKbywLCzgK36QLN9ALr9wL9+wIK3AP0BZYGzwavB/YH/gezwQKIxwKW6AIA "
"posesi#1277","PRIEST","  AAECAa0GBsUE1QrKwwKQ0wK98wLolAMMkAKhBOUEjQjyDNHBAsnHAujQAsvmAvzqAonxAuiJAwA= "
"posesi#1277","ROGUE","  AAECAYO6AgSvBJ74Auf6Avr+Ag2MAssD1AX1Bd0IgcICn8IC68ICysMCyssC0eECi+UCpu8CAA== "
"posesi#1277","HUNTER","  AAECAYoWDI0BxwOHBMkEuwWdzALf0gKG0wLh4wLJ+AKnggObhQMJqAK1A4EKjsMC3dIC49ICi+UCoIUDpIgDAA== "
"SilverByz#1606","PRIEST","AAECAZ/HAgoJtAPlBNMK1grXCpDTAoL3AqCAA42CAwqXAqEE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA=="
"SilverByz#1606","PALADIN","  AAECAYsWCLMD7QWO0wLD6gKn9wL9+wKE/AK9hgML+gGcAp8D3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"SilverByz#1606","HUNTER","AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA"
"SilverByz#1606","ROGUE","  AAECAYO6AgiIBYbCAoDTAs/hApboAsPqAuD6AqCAAwvEAZwC7QKfA9QFhgmXwQL8wQLH0wLb4wL27AIA "
"horo#1775","WARLOCK","  AAECAf0GCO0FkMcCzukCt/ECnPgC8fsCoIADj4IDC/sBnALECJfBAufLAvLQAojSAsfTApboAtf+AteJAwA= "
"horo#1775","PALADIN","  AAECAZ8FBvoB7QWO0wLD6gL9+wK9hgMMnAKzA9wD9AX2B+PLAu3SAqf3Avz8Atn+As+GA+yGAwA= "
"horo#1775","PRIEST","  AAECAa0GCAm0A9MK1gqQ0wKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA== "
"horo#1775","HUNTER","  AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKqAK1A4EKjsMC3dIC49IC4eMCi+UCoIUDpIgDAA== "
"Kribo#3588","PALADIN","  AAECAaToAgq3BPIF+gaKB7nBAsLOAs30Auv3Av37AsCPAwrcA/QFzwavB/YH/geWCbPBAojHApboAgA= "
"Kribo#3588","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"Kribo#3588","ROGUE","  AAECAaIHBqICyAOvBMrLAp74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA== "
"Kribo#3588","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgLy8QKC9wKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"MegaGliscor#1122","PRIEST","  AAECAa0GBMUE1QrTxQKQ0wINkAKhBOUEjQjyDNHBAsrDAujQAsvmAvzqAonxAuiJA+iUAwA= "
"MegaGliscor#1122","MAGE","  AAECAc2xAgjTxQLCzgKb0wLy0wLD6gKj6wKggAPAjwMLTYoByQPsB5vCAsrDApbHAtvTAtfhApbkArfxAgA= "
"MegaGliscor#1122","HUNTER","  AAECAR8E2wnp0gKG0wKbhQMNjQGoArUDyQSXCMUI3dIC39IC49IC4eMC6uMCh/sCoooDAA== "
"MegaGliscor#1122","PALADIN","  AAECAZ8FCO0Fzwbt0gKO0wLD6gKn9wL9+wK9hgMLnAKfA7MD3AP0BfYH48sC/PwC2f4Cz4YD7IYDAA== "
"NAGON#1609","PALADIN","AAECAZ8FCrcE8gX6BooHucECws4Ct+kCzfQC6/cC/fsCCtwD9AXPBq8H9gf+B5YJs8ECiMcClugCAA=="
"NAGON#1609","PRIEST","AAECAa0GCAm0A9MK1gqQ0wKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA=="
"NAGON#1609","HUNTER","AAECAR8MxwOHBMkE3gS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA"
"NAGON#1609","ROGUE","AAECAaIHBrICyAOvBP3qAp74Auf6AgyMAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8CAA=="
"執念の蒼汁#1245","WARLOCK","  AAECAf0GCO0FkMcCneICzukCnPgC8fsCoIADj4IDC/sBnALECJfBAufLAvLQAojSAsfTApboAtf+AteJAwA= "
"執念の蒼汁#1245","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"執念の蒼汁#1245","PALADIN","  AAECAaToAgjtBc8G7dICjtMCw+oC/fsCvYYDwI8DC5wCswPcA/QF9gfjywKn9wL8/ALZ/gLPhgPshgMA "
"執念の蒼汁#1245","PRIEST","  AAECAa0GCAm0A9MK1gqQ0wKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwCtM4C8M8C6NAC4+kCl4cDAA== "
"Akumaker#1576","DRUID","  AAECAZICCP4BtAPFBMQGmdMCm+gC5PsC9fwCC0Bf6QHTA+QIoM0Ch84CmNICntIC29MCv/ICAA== "
"Akumaker#1576","PRIEST","AAECAZ/HAggJtAO+yALCzgLy8QKC9wKggAONggMLlwKhBOUE0cEC2MEC5cwC8M8C6NAC4+kCn+sCl4cDAA="
"Akumaker#1576","ROGUE","  AAECAaIHBpsFhsICgNMCz+ECw+oCoIADDMQBnALtAp8DiAXUBYYJl8EC/MECx9MC2+MC9uwCAA== "
"Akumaker#1576","HUNTER","  AAECAR8EuwXbCYbTAsn4Ag2NAagCtQPeBJcI7QmBCo7DAt3SAuHjAovlAqCFA6SIAwA= "
"Gyong#31176","HUNTER","  AAECAR8KxwOHBMkEuwWdzALf0gKG0wLJ+AKnggObhQMKjQGoArUDjsMC3dIC49IC4eMCi+UCoIUDpIgDAA== "
"Gyong#31176","DRUID","  AAECAbSKAwa0A8UEmdMCm+gC5PsC9fwCDEBf6QH+AdMDxAagzQKHzgKY0gKe0gLb0wK/8gIA "
"Gyong#31176","PALADIN","  AAECAZ8FAq8EnvgCDkanBfkK68ICg8cCuMcC48sClc4C+9MC0eEC1uUC/eoC9v0C1v4CAA== "
"Gyong#31176","ROGUE","  AAECAYO6AgSyAq8EnvgC5/oCDYwCywPUBd0IgcICn8IC68ICysMC0eECi+UC/eoCpu8C+v4CAA== "
"山下智久#3502","PALADIN","  AAECAZ8FDLcE8gWWBvoG/geWCbnBAsLOArfpAs30Auv3Av37AgncA/QFzwaKB68H9gezwQKIxwKW6AIA "
"山下智久#3502","HUNTER","  AAECAR8EuwXbCYbTAsn4Ag2NAagCtQPeBJcI7QmBCo7DAt3SAuHjAovlAqCFA6SIAwA= "
"山下智久#3502","ROGUE","  AAECAaIHBsgDrwT96gKe+ALn+gL6/gIMjALLA9QF9QXdCIHCAp/CAuvCAsrDAtHhAovlAqbvAgA= "
"山下智久#3502","PRIEST","  AAECAa0GCsUE1QrKwwLTxQLJxwKgzgKQ0wKJ8QK98wLolAMKkAKhBOUE9geNCPIM0cEC6NACy+YC/OoCAA== "
"Duelist#1349","PRIEST","  AAECAa0GBooBiAXtBdEKlsQCpvACDPsB5QTRwQLYwQLwzwLo0AKp4gKC9wKh/gLQ/gLxgAOXhwMA "
"Duelist#1349","PALADIN","  AAECAaToAgj6Ae0F7dICjtMCw+oC/fsCvYYDwI8DC5wCswPcA/QF9gfjywKn9wL8/ALZ/gLPhgPshgMA "
"Duelist#1349","WARLOCK","  AAECAf0GCO0FkMcCneICzukCnPgC8fsCoIADj4IDC/sBnALECJfBAufLAvLQAojSAsfTApboAtf+AteJAwA= "
"Duelist#1349","DRUID","  AAECAZICAv3rApaKAw7pAf4B0wPEBqQH9gf7DPnAApLSApjSAp7SAr/yAo/2AsaGAwA= "
"okasinnsuke#1294","HUNTER","  AAECAR8MjQHHA4cEyQS7BZ3MAt/SAobTAuHjAsn4AqeCA5uFAwmoArUDgQqOwwLd0gLj0gKL5QKghQOkiAMA "
"okasinnsuke#1294","ROGUE","  AAECAYO6AgayAsgDrwT96gKe+ALn+gIMjALLA9QF9QXdCIHCAp/CAuvCAsrDAtHhAovlAqbvAgA= "
"okasinnsuke#1294","PRIEST","  AAECAa0GCgm0A9MK1wq+yALCzgLy8QKC9wKggAONggMKlwKhBNHBAtjBAuXMAvDPAujQAuPpAp/rApeHAwA= "
"okasinnsuke#1294","PALADIN","  AAECAZ8FCrcE8gX6BooHucECws4Ct+kCzfQC6/cC/fsCCtwD9AXPBq8H9gf+B5YJs8ECiMcClugCAA== "
"Alza#11460","SHAMAN","  AAECAfWfAwggmQKKB/PCAsLOAvbsAqfuAs30Agu9AdMB/gXZB/AHkcECm8sClugClO8CsPACioADAA== "
"Alza#11460","PALADIN","  AAECAZ8FCLcE+ga5wQLCzgK36QLN9ALr9wL9+wIL3AP0Bc8GigevB/YH/geWCbPBAojHApboAgA= "
"Alza#11460","ROGUE","  AAECAYO6AgSvBP3qAp74Auf6Ag2MAssD1AX1Bd0IgcICn8IC68ICysMC0eECi+UCpu8ChYoDAA== "
"Alza#11460","HUNTER","  AAECAR8MjQHHA4cEyQS7Ba4GncwC39IChtMCyfgCp4IDm4UDCagCtQOBCo7DAt3SAuPSAovlAqCFA6SIAwA= "
"Portia#3218","PRIEST","  AAECAZ/HAgjFBNUK+wzKwwLJxwKQ0wLoiQPolAMLkAKhBOUE9geNCPIM0cEC6NACy+YC/OoCvfMCAA== "
"Portia#3218","PALADIN","  AAECAaToAgyZArcE8gX6Bv4Hlgm5wQLCzgK36QLN9ALr9wL9+wIJ3AP0Bc8GigevB/YHs8ECiMcClugCAA== "
